body,title 
"
Con motivo de las vacaciones de Semana Santa, la red de Movilidad Integrada de la Ciudad de México estableció diferentes horarios del sistema para los próximos jueves 18 y viernes 19 de abril, así como para ese mismo fin de semana, sábado 20 y domingo 21 de abril.
La Secretaría de Movilidad informó que para el Jueves Santo el Metro tendrá un horario de 07:00 a 00:00 horas, el Metrobús de 04:30 a 00:00 horas, el Trolebús de 06:00 a 00:00 horas, el Tren Ligero de 07:00 a 00:00 horas, la Red de Transporte de Pasajeros de 05:00 horas a 23:00 horas, mientras que Ecobici de 05:00 a 00:00 horas. 
 

Conoce el horario de servicio del próximo 18 y 19 de abril con motivo de la celebración de la Semana Santa. pic.twitter.com/bbyOm5fli2
 — MetroCDMX (@MetroCDMX) 16 de abril de 2019

Para el Viernes Santo el horario de Metro será de 7:00 a 00:00 horas, el Metrobús de 5:00 a 00:00 horas, el Trolebús de 6:00 a 00:00, el Tren Ligero de 7:00 a 00:00 horas, la Red de Transporte de Pasajeros de 5:00 a 23:00 horas, mientras que Ecobici de 5:00 a 00:00 horas. 
Para el Sábado de Gloria el Metro tendrá un horario de 6:00 a 00:00 horas, el Metrobús de 4:30 a 00:00 horas, el Trolebús de 6:00 a 00:00 horas, el Tren Ligero de 6:00 a 00:00 horas, la Red de Transporte de Pasajeros de 5:00 horas a 23:00 horas, mientras que Ecobici de 5:00 a 00:00 horas.
 

#MovilidadCDMX pic.twitter.com/DaD2IGKCPO
 — Metrobús CDMX (@MetrobusCDMX) 16 de abril de 2019

Mientras que el domingo el horario del Metro será de 7:00 a 00:00 horas, el Metrobús de 5:00 a 00:00 horas, el Trolebús de 6:00 a 00:00 horas, el Tren Ligero de 7:00 a 00:00 horas, la Red de Transporte de Pasajeros de 5:00 horas a 23:00 horas, mientras que Ecobici de 5:00 a 00:00 horas. 
Para consultar los horarios específicos del Metrobús, los usuarios pueden consultar la página: http://data.metrobus.cdmx.gob.mx/docs/hss_2019.pdf
 

¡Qué no se te pase! Estos son los horarios del la red de Movilidad Integrada durante el periodo de vacaciones de #SemanaSanta2019. ¡Planifica tus salidas y disfruta la ciudad! pic.twitter.com/DMa8jplzMu
 — Gobierno CDMX (@GobCDMX) 17 de abril de 2019

En el caso de Trolebús, pueden consultar https://www.ste.cdmx.gob.mx/red-de-servicio/lineas-de-trolebus
La Semovi informó que por parte de las áreas de Atención Ciudadana de la dependencia, se suspenden actividades desde el jueves 18 hasta el domingo 21 de abril y se retomarán actividades normales el lunes 22 de este mes.
 

pic.twitter.com/WUG2JNIZ0n
 — Metrobús CDMX (@MetrobusCDMX) 17 de abril de 2019

lr.
","Éstos son los horarios del Metro, Metrobús y Trolebús para Semana Santa"
"

Coacalco, Méx.—Dos presuntos ladrones que se presume asaltaron la noche del martes una unidad de transporte público y una tienda de abarrotes en el fraccionamiento Los Héroes, en Coacalco, fueron sometidos por algunos vecinos, quienes casi los matan a golpes.

En un video que fue difundido en redes sociales, grabado por uno de los residentes, se observa cómo uno de los supuestos ladrones pide clemencia para que no lo agredan más. “¡Ya estuvo, ya no puedo!”, se escucha clamar a uno de los acusados que está tirado en el suelo y es golpeado por varias personas.

A un costado se encuentra uno de sus presuntos cómplices, quien ya había sido agredido por la turba, aunque esa golpiza no fue captada en el video que se difundió.

En las imágenes se observa el cuerpo del segundo hombre sometido por los habitantes del fraccionamiento, que permanece inerte, por lo que el otro les dice que ya se murió porque no se mueve. “¡Ah ya estuvo”!, gritaba el ladrón.

“¡Ya estuvo qué. No decías lo mismo ahorita!, ¡ya qué culero! No decías lo mismo cuando fueron a robar la tienda”, le respondió uno de los vecinos que lo agredía.

“¡Ya se murió mi vale!”, decía el joven que era castigado por la muchedumbre enojada.

Según los residentes, los dos sujetos, en compañía de otro que viajaba en una motocicleta, robaron una tienda de abarrotes.

Antes, despojaron de sus pertenencias a usuarios de una unidad de transporte público.

El dueño del establecimiento comercial, después de que fue amagado con una pistola —la cual se supo que era de juguete—, siguió en su auto a los ladrones, quienes trataron de huir en una motocicleta.

Los otros habitantes se percataron de lo que ocurría y lograron capturar a dos de ellos, el tercero escapó en la motocicleta.

En el video de seis minutos con 54 segundos se escucha la voz de uno de los residentes, quien señala a los dos sujetos como los responsables de asaltar otra unidad de transporte público en la colonia San Rafael, también en Coacalco, en el que una pasajera murió de un balazo, también la noche del martes.

Hasta ahora no se ha confirmado si los dos jóvenes golpeados por la turba son los mismos asaltantes de ese vehículo concesionado.

Más tarde llegaron elementos de la Policía Municipal de Coacalco, quienes pidieron a los vecinos que fueran a presentar una denuncia en contra de los infractores, porque de lo contrario éstos podrían quedar en libertad.

A los presuntos ladrones se les llevó a un hospital para que fueran atendidos por las múltiples lesiones que les provocaron los habitantes.

Asesinan a pasajera. La noche del martes pasado, una pasajera que viajaba en una unidad de transporte público fue asesinada por dos asaltantes que despojaron de sus pertenencias a los usuarios en la colonia San Rafael.

Al transitar el vehículo concesionado por la calle Dalias los asaltantes se enojaron, aparentemente porque algunos de los usuarios se negaron a darles su teléfono celular o cartera y dispararon.
",Golpean a presuntos ladrones en Coacalco
"Luego de que la Cámara de Diputados aprobó la desaparición del Instituto Nacional del Emprendedor (INADEM) sectores empresariales buscan estrategias para que los emprendedores no se vean afectados con la desaparición del organismo que era el principal promotor de las micro, pequeñas y medianas empresas. 
En entrevista, la empresaria Janeth Arias, del Consejo Empresarial de Mujeres Coparmex, adelantó que se han reunido ya con el delegado del gobierno federal en San Luis Potosí, Gabino Morales, a fin de conocer bajo qué esquemas se estará apoyando a los emprendedores. 
Dijo que el apoyo y financiamientos a los que podrán acceder serán a través de las tandas del bienestar que promueve el gobierno federal.
El programa de tandas del bienestar consiste en la entrega de microcréditos rembolsables, asesoría y capacitación a microempresas que quieran invertir y mejorar las condiciones de su negocio. 
En el programa participan personas de entre 30 y 64 años de edad. 
La empresaria afirmó que aunado a esto, los consejos empresariales buscan un trabajo coordinado con el Sistema de Financiamiento para el Desarrollo (SIFIDE) para que los empresarios puedan solicitar los créditos de forma más accesible.
Janeth Arias aseguró que a la fecha existen algunos lineamientos que resultan inalcanzables para quienes empiezan en el camino del emprendimiento, y derivado a ello las pequeñas nuevas empresas fracasan en un periodo de tres a cinco años por la falta de información.
[email protected]
vkc
",Preocupa a emprendedores desaparición del INADEM
"Las vacaciones de Semana Santa son una de las mejores ocasiones para escaparse a un balneario.
Estos lugares son de los destinos más socorridos para los paseantes que buscan escaparse del ajetreo cotidiano.
Sobre los balnearios y albercas, casi todos tenemos anécdotas divertidas que compartir. 
Para tomarlo con mucho humor, te compartinos una galería con los mejores memes de lo que pasa en los balnearios.
TE PUEDE INTERESAR
Los mejores memes de Semana Santa
",Memes de balnearios y albercas 
"
Washington.- El presidente de Estados Unidos, Donald Trump, volvió este jueves a recurrir a la popular serie ""Game of Thrones"" para pavonearse en Twitter, en esta ocasión por las declaraciones del fiscal general, William Barr, quien dijo que la investigación de la trama rusa no ha hallado pruebas en su contra.
""Ni conspiración, ni obstrucción. Para los que me odian y los izquierdistas radicales demócratas... Game over (fin de la partida, en español)"", señaló el mandatario en un mensaje divulgado en las redes sociales, minutos después de que Barr compareciera ante la prensa para hablar del informe del fiscal especial Robert Mueller.
""Estoy teniendo un buen día, lo han llamado 'no conspiración, no obstrucción'"", aseguró Trump poco después durante un acto en la Casa Blanca con veteranos del Ejército.
""Nunca la hubo, y nunca la habrá. Tenemos que llegar al fondo de estas cosas (...). Esto nunca debería pasarle a ningún otro presidente de nuevo, esta farsa"", añadió el presidente.
 

pic.twitter.com/222atp7wuB
 — Donald J. Trump (@realDonaldTrump) 18 de abril de 2019

Trump divulgó su tuit como un montaje que imitaba la estética -incluida la tipografía- de la popular serie que el pasado domingo comenzó su última temporada.
En la imagen, se puede apreciar a un Trump, de espaldas, mirando a un horizonte invisible por la niebla.
No es la primera vez en que el presidente estadounidense recurre a ""Game of Thrones"" para darle mayor notoriedad a sus mensajes en las redes sociales.
El pasado mes de noviembre, Trump recurrió a un montaje similar para advertir a Irán de la inminente imposición de sanciones.
En esa ocasión, publicó en Twitter una imagen en la que aparecía él mismo, con semblante serio, junto a un texto en una tipografía similar a la de la popular serie en el que se leía: ""Se acercan las sanciones"", parafraseando el ""Winter is coming"" (""se acerca el invierno"") que tantas veces han pronunciado los personajes.
El tuit de hoy fue publicado después de que Barr repitiera en una rueda de prensa que no hay ""pruebas suficientes"" de que Trump obstruyera la justicia durante la investigación sobre la trama rusa e insistiera en que ""no hubo conspiración"" del mandatario con Rusia.
La investigación de Mueller ha desembocado en la presentación de un total de 191 cargos criminales contra 35 individuos -seis de ellos próximos a Trump y otros 26 de nacionalidad rusa-, cinco de los cuales se han declarado culpables y ya han sido condenados.
 
","Trump recurre a ""Game of Thrones"" para pavonearse por informe de trama rusa"
"

Lima.— La vida de Alan García llegó ayer a un trágico final tras 35 años como protagonista de la política peruana, en la que irrumpió en 1985 como El Caballo loco, el líder que asumió el poder como el presidente más joven de América.

Como gobernante, tras llegar a la presidencia en 1985, vivió dos años de idilio con el pueblo. Con 36 años, se ganó el apodo de El Caballo Loco, al agredir a un ministro, aunque hubo quienes dijeron que el mote le venía bien a quien dirigió los destinos de un Perú económicamente inestable.

Bajo su mandato se produjo la masacre de más de 200 presos en tres cárceles de Lima, en 1986, como respuesta a un motín de presuntos terroristas.

En 1992 fue protagonista de una fuga legendaria. Acusado de enriquecimiento ilícito y de haber ordenado una matanza de presos por terrorismo, Alan eludió a sus perseguidores saltando desde su casa a la de un vecino y escondiéndose, para luego refugiarse en la embajada de Colombia en Lima.

Luego, partió al exilio, primero a Colombia y luego a Francia, donde permaneció hasta que en 2001 la Corte Suprema de Perú declaró prescritos aquellos delitos. Luego vino el exilio y el retorno al país. En 2006 volvió a presentarse y se impuso en la segunda vuelta al izquierdista Ollanta Humala.

La nueva gestión (2006- 2011) fue exitosa en lo económico. En 2016, al postularse a un tercer mandato, García no superó 5% de los votos, lo que le llevó a renunciar a sus cargos en el Partido Aprista Peruano y mudarse a España, donde residía hasta que quedó impedido para salir de Perú por orden de la justicia, a la que ayer decidió eludir de un disparo.
","¿Quién era “El Caballo Loco”, el expresidente de Perú que se suicidó? "
"La top model Kendall Jenner acaparó las miradas de ciudadanos y turistas mientras paseaba con un look salvaje, por las calles de Los Ángeles, California. 
La hermana de la polémica Kim Kardashian lució un minivestido con estampado de guepardo, con escote profundo y manga larga, que resaltó sus kilométricas piernas de supermodelo. 
El vestido animal print forma parte de la colección Resort ‘19 de Christopher Kane, pero todavía no está disponible para la venta al público.

Foto: Grosby Group 
Jenner completó su outfit con un bolso de la marca Chloé, unos zapatos negros de tacón bajo y un par de gafas oscuras, para proteger sus ojos de los rayos del sol californiano. 
La celebridad de 22 años de edad acudió a Melrose para almorzar con algunos de sus amigos. 
Lee también






Kourtney Kardashian llega a los 40 años más sexy y exitosa que nunca


La celebridad de 'Keeping Up with the Kardashians' ha tenido una carrera brillante que le ha sumado más de 35 millones de dólares a su fortuna 


 
Kendall es parte de la familia Kardashian-Jenner, una de las más polémicas y mediáticas de los Estados Unidos. Desde 2007, el mundo puede seguir sus pasos gracias al reality show que tienen en el canal E!, Keeping Up with de Kardashians. 
Aunque actualmente es la modelo mejor pagada del mundo, ni siquiera ella se ha salvado de sentir dudas sobre su cuerpo. En una entrevista con The Telegraph, la socialité reveló que en la adolescencia tuvo un conflicto con su delgada silueta, pues todas sus hermanas tenían una figura curvilínea y sentía que no encajaba. 



 

 
 


 


Ver esta publicación en Instagram

 


 
 
 


 
 


 
 
 



 
 

Una publicación compartida de Kendall (@kendalljenner) el 29 Mar, 2019 a las 12:48 PDT



 
No obstante, al crecer se dio cuenta de que no tenía que ser como su hermana Kylie Jenner, ni como Kourtney, Khloé o Kim, las hijas de su madre Kris con Robert Kardashian. 
También aseguró que le gusta ser diferente al resto de sus parientes y se calificó a sí misma como la “nerd” de la familia, porque le gusta hacer cosas distintas y es más reservada con su vida amorosa. 
Desde el año pasado ha salido con el basquetbolista Ben Simmons, pero nunca lo ha publicado en Instagram, como sí lo hace el resto de sus hermanas. 
Mira en la galería de arriba los mejores looks de Kendall Jenner. 
No te pierdas






Ashley Graham presume figura ‘curvy’ con bikini azul 'retro' 


La modelo se inspiró en los años 90 para promocionar su colorida línea de bikinis y trajes de baño 


 
",
"

Muy bonito el memorándum, pero ¿y los alumnos?

Organizaciones civiles dedicadas a analizar la educación en México ven que mientras la clase política discute si el memorándum del presidente Andrés Manuel López Obrador —para derogar la reforma educativa— es válido o no, los estudiantes de nivel básico en México siguen recibiendo pésimo nivel de enseñanza. Los grupos han notado que el debate sobre cómo mejorar las escuelas y cómo mejorar el aprendizaje ha quedado eclipsado, otro sexenio más, por el magisterio y sus marchas, así como por el enfrentamiento político entre gobierno federal y sus opositores en el Congreso. Del lado de la sociedad civil la principal petición no gira en torno al dictamen firmado por el presidente, sino que la discusión se enderece y vuelva a lo más importante: los alumnos. ¿O es acaso que los derechos sindicales son más importantes que la educación?

 

Analiza Senado periodo extraordinario

Nos hacen ver que en el Senado están considerando irse a un periodo extraordinario, y es que en el tintero tienen muchos pendientes, que no creen sacar en las dos semanas que le queda a abril, pues el periodo concluye el 30 de este mes. Entre los temas están: la reforma laboral, las leyes secundarias de la Guardia Nacional, el dictamen sobre la Estrategia Nacional de Seguridad Pública, la ratificación del rechazo a los candidatos a magistrados Anticorrupción enviados por el expresidente Enrique Peña Nieto; nombramientos de cónsules y embajadores; un integrante para el Consejo de Administración de Pemex, y cubrir la vacante del comisionado Guillermo Zúñiga, quien el martes pasado renunció a la Comisión Reguladora de Energía (CRE). Claro que siempre está el recurso de un memorándum que borre al Poder Legislativo.

 

El outsourcing puede esperar

Los diputados federales se comprometieron a entrarle a la eliminación de la subcontratación hasta el próximo periodo ordinario, es decir, hasta septiembre. Nos cuentan que a pesar de la molestia de la bancada del PT, uno de los aliados de Morena en San Lázaro, se decidió que habrá audiencias públicas primero para ver cómo regular o de plano eliminar el outsourcing de la legislación mexicana. Nos dicen que en la actual Reforma Laboral, que se discutirá la próxima semana en el Senado, no se toca nada de la subcontratación y esta discusión tendrá que esperar algunos meses.

 

Dan luz verde a partido indígena

En las próximas semanas el Instituto Nacional Electoral (INE) podría notificar a la organización Gubernatura Indígena Nacional (GIN) que sí puede participar en el proceso para constituir el primer partido político mexicano fundado, integrado y dirigido por militantes de pueblos originarios. Este sería el Partido Indígena Nacional de Pueblos Originarios (PINPO), que ganó ante el Tribunal Electoral del Poder Judicial de la Federación (TEPJF) un recurso contra el INE. A éste se le ordenó dar nuevo plazo para que la organización presente la documentación y requisitos formales que le falten y hacer un nuevo análisis.

Según los magistrados, el INE debió tomar medidas para maximizar los derechos de quienes se ostentan como indígenas. Algunos miembros del grupo político, cabe recordar, acompañaron al presidente Andrés Manuel López Obrador en el Zócalo, el 1 de diciembre, día en que asumió el cargo, y luego estuvieron en la “autorización” de la Madre Tierra para construir el Tren Maya.
","Muy bonito el memorándum, pero ¿y los alumnos?"
"De nueva cuenta, la modelo Sarah McDaniel descontroló las redes sociales tras publicar una fotografía en la que apareció en paños menores.
La joven estadounidense subió una imagen en la que fue posible observar que vistió un crop top que resaltó su pecho, además de una sensual mini tanga a color blanco.
La instantánea causó furor entre los internautas, quienes llenaron de elogios a la guapa mujer: ""Diosa"", ""Maravillosa"", ""Musa"" o ""Qué delicia de mujer"".
Sarah, de 23 años de edad, conquistó al público, luego de haber protagonizado el video de Mark Ronson, ""Summer breaking"".

 
 
 

Ver esta publicación en Instagram

Una publicación compartida de Sarah (@krotchy) el 15 Abr, 2019 a las 8:31 PDT



 
 
 

Ver esta publicación en Instagram

Una publicación compartida de Sarah (@krotchy) el 6 Dic, 2018 a las 3:39 PST



 
 
 

Ver esta publicación en Instagram

Una publicación compartida de Sarah (@krotchy) el 1 Nov, 2017 a las 10:23 PDT


",
"
¿Qué pasaría si la inteligencia artificial de Alexa o Siri no sirviera para ayudarnos sino que tuviera una motivación perversa? Ese es el punto de partida de ""Child's Play"", el ""remake"" de la famosa cinta de terror que ahora presenta a un Chucky aún más astuto y diabólico.
Aubrey Plaza, Brian Tyree Henry y Mark Hamill, que presta su voz al muñeco más terrorífico de la pantalla grande, protagonizan esta película que se estrena el 21 de junio y que hoy presentó su tráiler.
En él, como en la célebre cinta de 1988, aparece un niño llamado Andy, quien parece encontrar en un juguete a un amigo ideal cuando, en realidad, se trata de una máquina sanguinaria y dispuesta a asesinar a quien se cruce en su camino.
La novedad aquí es que Chucky es un aparato con inteligencia artificial capaz de conectarse y controlar todos los aparatos electrónicos domésticos, de termostatos a robots limpiadores, lo que convierte a una casa en una trampa mortal y en un recreo ideal para los macabros juegos del muñeco.
""Es un nuevo giro en lo que impulsa a esta versión de Chucky: que la inteligencia artificial sale mal y que una especie de Alexa te mata además de escucharte y espiarte"", ironizó el productor Seth Grahame-Smith en un encuentro reducido con los medios en Los Ángeles.
""Para (el también productor) David Katzenberg y para mí, cuando empezamos a hablar con el estudio sobre esto era importante que hubiera un porqué para crear una nueva versión de este querido personaje del cine de terror"", añadió.



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 



Time to play. The full trailer for Child’s Play is finally here. From the producers of IT comes a modern reimagining of the horror classic. Child’s Play hits theaters June 21. #ChildsPlayMovie

Una publicación compartida de  Child’s Play Movie (@childsplaymovie) el 18 Abr, 2019 a las 6:10 PDT



El realizador noruego Lars Klevberg es el cineasta al mando de esta nueva ""Child's Play"".
""Sí, es una película de terror, pero tiene algunos conceptos emocionales interesantes"", aseguró el director.
Klevberg opinó que, además de la entrada de la inteligencia artificial, la relación entre Andy y Chucky es fundamental en este ""remake"" y por eso utilizó animatrónica, en lugar de recurrir completamente a efectos digitales, para lograr el mejor resultado en el plano sentimental.
""Es duro, pero lo que obtienes de vuelta es algo realmente único"", afirmó.
En este sentido, Grahame-Smith señaló que una de las cosas que más le gustaron de la labor de Klevberg como director fue ""la idea de que tanto Chucky como Andy se sienten rechazados, como juguetes rotos, y se encuentran el uno al otro"".
""En su defectuosa y corrupta mente, Chucky intenta hacer feliz a Andy y que sean amigos (...). Pero obviamente se vuelve loco, se convierte en incontrolable y la gente muere de maneras horribles"", bromeó.
Por otro lado, Klevberg defendió la elección de Hamill, que ya cosechó aplausos en su doblaje del Jóker en las aventuras animadas de Batman, para ponerle la voz a Chucky.
""Todo el mundo sabe que Mark Hamill es un actor extremadamente sólido (...), pero también es un gran actor de doblaje y sus doblajes son verdaderamente robustos"", dijo.
La cinta original de ""Child's Play"", que trajo incontables pesadillas a los niños de los años 80 y principios de los 90, dio pie a numerosas secuelas y reinterpretaciones de la historia de un muñeco de juguete convertido en el más temible criminal.
Así se estrenaron, entre otras, continuaciones como ""Child's Play 2"" (1990) o ""Child's Play 3"" (1991), e incluso se le buscó a una malvada compañera en ""Bride of Chucky"" (1998).
La última película lanzada hasta ahora es ""Cult of Chucky"" (2017), que llegó directamente al mercado nacional y que fue escrita y dirigida por el creador de esta saga de terror, Don Mancini. 

rad 
 
",Lanzan diabólico tráiler del remake de Chucky
"Haciendo un recorrido por los municipios del Estado de México para conocer sus historias, tradiciones, nos encontramos  con una leyenda que viene nos pareció interesante contárselas.
Saben del Cristo sangrante de Chalma, municipio del Estado de México. Sí pues está reliquia  sustituyó en 1539 al sangriento ritual que, con sacrificios humanos, se celebraba en una cueva en honor al dios prehispánico Tezcatlipoca para mantener el equilibrio del Universo.
""El Señor de Chalma sustituye a una de las manifestaciones de Tezcatlipoca y su culto era sanguinario debido a que, según la cosmovisión náhuatl, necesitaba alimentarse para mantener el universo. Su alimento más preciado era la sangre y gracias a ella la vida continuaba"", señaló en entrevista  hace unos años la socióloga Esther Sanginés.
El ""milagro"" del Señor de Chalma, muestra el origen de uno de los cultos religiosos más arraigados en el país, debido a que en este municipio acuden millones de peregrinos cada año para depositar sus esperanzas y pedir milagros al cristo.
En el poblado de Chalma, que significa cueva o gruta que está a la mano, se ocultaba entre acantilados y barrancas el santuario de Oztoteotl, el cual era un centro ceremonial donde los antiguos sacerdotes mantenían sus rituales con cantos, plegarias, sacrificios humanos y el canibalismo religioso.
En 1539, una vez descubierto el centro ceremonial y tras una plática entre los monjes agustinos, éstos decidieron llevar una cruz.
No obstante, la leyenda señala  que al llegar al sitio encontraron al cristo crucificado “en el mismo altar donde estaba antes el ídolo detestable, y a éste derrumbado en el suelo reducido a fragmentos”.
En ese entonces, Sanginés explicó que para los indígenas no importaba tanto si la imagen había sido colocada por los monjes o traída por los ángeles, sino que Oztoteotl-Tezcatlipoca no se había defendido, así que la destrucción y derrota no había causado el fin del mundo.
De esta manera, “cubierto de sangre, llagado, sacrificado y al mismo tiempo triunfante, el Santo Señor de Chalma sustituyó al Señor de las Cuevas"", los indígenas olvidaron a Oztoteotl y comenzaron a adorar a cristo al que ""integraron a su cultura, haciéndolo indio y mestizo”.
Y es que para los pueblos prehispánicos existía la obligación de mantener el universo mediante el sacrificio, por lo que aceptaron el sacrificio del cristo en lugar ofrecer a sus hijos, hermanos o amigos, ya que “Jesús, en la frontera entre Dios y el hombre se parece a todos, por eso puede ocupar su lugar”, dijo.
Con la llegada de los españoles “esos dioses tan hambrientos, tan sedientos, no tuvieron la fuerza para defenderse, fueron destruidos y el mundo siguió su curso, perdieron credibilidad”.
Por este motivo los cultos antiguos fueron sustituidos por el cristianismo a través de la destrucción de los antiguos templos y la construcción de nuevos.
VER: 
Con información de El Universal
",La historia sangrienta de El Señor de Chalma
"
[email protected]
A Will Smith la hará sufrir una mexicana y esa será Kate del Castillo, quien interpreta a la villana principal del filme hollywoodense ""Bad boys for life"".
Ayer, junto con Martin Lawrence, rodaron escenas en calles del municipio conurbado de Naucalpan, Estado de México.
“Ella es la villana con una fuerte presencia. México tiene algo que ver en la historia”, señalaron integrantes de la producción.
De acuerdo con las fuentes, tanto Smith como Lawrence dejaron México ayer tras el rodaje, el cual continuará en Miami.
Kate, junto con Paola Núñez (""Amor en custodia"") quien encarna a una agente especial, son la presencia nacional en el largometraje.
En la nueva entrega de ""Bad boys"" se ubicará a Marcus Burnett (Lawrence) como inspector de policía mientras que Mike Lowery (Smith) atraviesa una crisis de la mediana edad. Los dos se vuelven a unir para intentar atrapar a un mercenario.
Antes de Naucalpan, Smith tuvo escenas en una hacienda de Yautepec, transformada en hotel.
 
",Will Smith persigue a Kate del Castillo
"Lapizito es el hermano de Gomita, ambos se hicieron famosos en el programa Sabadazo.
Después salieron de la emisión con la fama de ""rateros"" al perderse el anillo de Cecilia Galiano.
Este personaje apareció en Enamorándonos, donde hizo pareja con la Bebeshita, quien después de terminar lo llamó feo e inmaduro.
Lapizito se fue al programa Hoy a lo que fue ""el camioncito"", pero al poco tiempo se quejó de que no le cumplieron lo que le prometieron y que sólo lo usaron para jalar gente.
Paul Stanley quien era el conductor principal de esa sección regresó al estudio y Lapizito se fue.
Actualmente mantiene shows con sus hermanos, incluida Gomita, aunque trabaja más con Lapizín.
TE PUEDE INTERESAR
Gomita y famosas con problemas en implantes
Gomita antes y después de las cirugías | Fotos
 
 
 
","Lapizito, hermano de Gomita, ¿qué hace?"
"Cuatro de las 10 áreas metropolitanas más ricas de Estados Unidos se encuentran en California, el más rico es San José-Sunnyvale-Santa Clara.
Según señala 24/7 Wall Street, esta área tiene un ingreso familiar promedio de 117 mil 474 dólares por año, con este salario, se ubicaría en el lugar número dos de una lista de los países más ricos del mundo después de Catar.
Y quedaría sobre países petroleros de Medio Oriente como Dubái que apenas alcanza un promedio de 81 mil dólares anuales.
Visita 






Estados que tienen el salario mínimo más alto de EU


Mientras que algunos estados aún mantienen el salario mínimo de 7.25 dólares por hora, otros están trabajando para duplicarlo




La investigación del portal señala que las altas ganancias de San José-Sunnyvale-Santa Clara dependen de las industrias situadas en Silicon Valley, sede de empresas transnacionales como Google, Facebook, Apple, etcétera, que generan miles de empleos cada año con excelentes prestaciones y remuneraciones.
Además de compañías dedicadas al soporte técnico e innovaciones y universidades de prestigio que lanzan al mundo laboral a cientos de estudiantes con capacidades inigualables.
El reporte señala que la riqueza va de la mano con la pobreza, debido a que el crecimiento de Silicon Valley en los últimos años marcó una brecha salarial en familias ricas y grupos de ingresos medios a bajos.
Relacionado 






Empleos mejor pagados para mujeres en EU


Aunque la diferencia entre los salarios de mujeres y hombres por las mismas tareas es notoria, se está trabajando para mejorar la situación




A su vez, el costo de vida se elevó considerablemente.
En esta área californiana, los costos de vida mensuales por familia de cuatro integrantes va de los 10 mil 758 dólares, invierten un promedio de 2 mil 522 dólares al mes, mientras que gastan en alimentos cerca de los 896 dólares cada mes.
En la galería te dejamos con las ciudades más ricas de Estados Unidos, según datos actuales.
 
• ¿Ya conoces nuestro canal de YouTube? ¡Suscríbete!
",
